Gene_ID,Name,s_frt82b_1,s_frt82b_2,s_frt82b_3,s_wda_1,s_wda_2,s_wda_3
FBgn0031739,CG14005,44.98,45.03,55.04,9,11.05,9.82
FBgn0031740,CG7239,19.68,22.25,22.54,21,25.2,23.59
FBgn0031741,CG11034,33.54,31.82,35.03,4.01,4.88,4.96
FBgn0031745,rau,4.88,4.52,4.85,31.58,35.72,31.59
FBgn0031746,CG9029,0,0,0,0.09,0.13,0
FBgn0031747,CG9021,0,0.03,0.08,0.04,0,0.04
FBgn0031749,CG14000,0,0,0,0,0.02,0
FBgn0031751,CG9016,0,0,0,0,0,0
FBgn0031752,CG9044,14.87,15.77,16.88,23.43,20.97,18.36
FBgn0031753,CG13999,0.29,0.3,0.19,0.09,0.03,0.04
FBgn0031756,CG13992,54.73,54.79,61.84,96.51,124.56,74.84
FBgn0031757,Ucp4C,0.43,0.71,0.72,12.27,11.47,9.58
FBgn0031758,Ucp4B,0,0,0,0,0,0.06
FBgn0031759,lid,39.13,42.55,45.42,21.57,23.98,19.02
FBgn0031760,Tsp26A,7.84,6.98,7.72,11.02,9.57,9.64
FBgn0031762,CG9098,4.72,5.22,5.17,7.01,7.89,7.71
FBgn0031763,CG13996,0,0,0,0.06,0,0.05
FBgn0031764,CG9107,37.1,32.02,33.13,61.26,74.1,62.17
FBgn0031765,CG9109,0,0,0,0.03,0.04,0.02
FBgn0031766,CG9117,10.12,12.07,12.37,13.99,12.33,12.98
FBgn0031768,CG12393,38.24,40.03,41.26,39.29,38.68,34.59
FBgn0031769,CG9135,309.06,297.95,317.61,46.87,48.08,43.69
FBgn0031770,CG13995,0,0,0,0.03,0.06,0.03
FBgn0031771,ND-51,193.46,194.45,195.65,169.35,182.27,166.31
FBgn0031772,CG13994,47.52,46.9,52.19,55.09,53.97,52.37
FBgn0031773,Fbw5,18.21,17.77,21.51,14.86,16.44,14.89
FBgn0031774,CG9147,30.96,32.95,31.82,16.24,17.6,21.17
FBgn0031775,CG9150,0.05,0,0.11,0.05,0.15,0.1
FBgn0031776,Pfdn1,223.07,201.05,226.8,199.26,182.61,196.93
FBgn0031777,CG9154,22.57,18.94,19.42,41.13,40.11,41.09
FBgn0031778,lncRNA:CR9162,0,0,0,0.15,0.03,0.07
FBgn0031779,CG9175,25.6,28.25,28.02,17.93,20.56,19.33
FBgn0031782,WDR79,41.49,43.88,42.54,31.03,33.89,35.1
FBgn0031784,CG9222,0,0.02,0,0,0.03,0.1
FBgn0031785,CG13991,0,0,0,0,0.01,0.02
FBgn0031786,CG13989,0,0,0,0,0,0
FBgn0031791,AANATL2,0.1,0.04,0.06,2.21,0.9,0.53
FBgn0031792,CG13983,0,0,0,0,0,0
FBgn0031799,Pez,25.22,27.5,30.93,13.45,14.13,12.71
FBgn0031800,CG9497,0.03,0.07,0.03,0.05,0.12,0.16
FBgn0031801,CG9498,0.14,0.91,0.16,7.05,2.22,2.7
FBgn0031802,ppk7,0,0,0,0,0.02,0
FBgn0031803,ppk14,0,0,0,0,0,0
FBgn0031804,CG9500,0,0,0,0,0,0
FBgn0031805,CG9505,1.73,1.31,1.3,7.04,10.2,10.46
FBgn0031808,CG9507,0.02,0,0,0,0,0
FBgn0031811,CG13982,0.1,0.11,0.14,0.14,0.13,0.08
FBgn0031813,CG9527,17.06,17,15.19,45,43.37,36.22
FBgn0031814,retm,19.72,18.46,19.26,23.07,18.58,16.34
FBgn0031815,frj,58.84,62.01,66.6,50.43,48.7,46.48
FBgn0031816,Rchy1,8.99,8.39,7.15,2.27,2.21,2.08
FBgn0031817,HemK1,8.5,7.63,7.76,11.27,11.8,11.12
FBgn0031818,CG9536,40.28,40.66,48.95,25.01,27.23,25.32
FBgn0031820,Daxx,35.71,36.16,45.32,15.81,18.35,14.92
FBgn0031821,KFase,0.41,0.41,0.7,1.51,1.2,1.57
FBgn0031822,Phf5a,143.36,134.34,130.9,83.38,78.97,86.79
FBgn0031824,CG9547,47.28,44.9,43.07,25.95,25.42,25.97
FBgn0031826,CG9550,0.03,0,0,0.04,0.08,0
FBgn0031829,IFT52,0.31,0.47,0.55,4.08,4.33,3.47
FBgn0031830,COX5B,318.18,319.2,286.74,434.26,427.44,449.82
FBgn0031831,COX5BL,0.07,0.05,0.08,0.07,0.05,0
FBgn0031832,CG9596,43.11,41.04,44.32,44.19,49.1,45.42
FBgn0031834,CG13766,14.75,14.68,15.61,7.95,8,7.08
FBgn0031835,CG11319,0.08,0.07,0.05,2.28,2.01,2.78
FBgn0031836,CG11050,90.96,86.32,89.83,122,115.04,102.99
FBgn0031837,DIP-iota,4.17,4.09,3.03,5.37,5.97,4.67
FBgn0031842,Tango1,81.19,86.92,95.02,31.29,34.48,27.09
FBgn0031844,CG13771,0.44,0.42,0.43,0.36,0.21,0.47
FBgn0031848,Nse1,47.95,47.43,45.52,11.98,13.49,12.77
FBgn0031849,CG11327,0.12,0.1,0.03,0.43,0.27,0.32
FBgn0031850,Tsp,0.08,0.17,0.07,0.52,0.54,0.38
FBgn0031851,Aatf,57.72,50.35,55.21,46.08,52.37,45
FBgn0031853,TTLL3B,0,0,0,0.02,0.02,0
FBgn0031854,TTLL3A,0,0,0,0,0,0
FBgn0031855,CG11221,0.04,0.07,0.1,1.71,0.72,1.02
FBgn0031856,CG11322,0,0,0,0,0.02,0
FBgn0031857,LUBEL,0.15,0.27,0.21,3.71,1.85,1.44
FBgn0031858,CG17378,0.04,0.02,0,0.02,0.03,0.08
FBgn0031859,CG17377,0,0,0,0,0.04,0.2
FBgn0031860,CG11236,0,0,0.08,0.52,0.7,0.31
FBgn0031861,CG17375,0,0,0,0,0.03,0.05
FBgn0031865,Nha1,12.8,14.98,11.42,0.4,0.28,0.37
FBgn0031866,Nlg2,0.01,0.01,0.03,0.12,0.18,0.2
FBgn0031868,Rat1,42.59,40.71,45.08,35.89,44.64,35.05
FBgn0031869,CG18304,0.63,0.69,0.53,6.42,3.4,3.43
FBgn0031871,Fgop2,60.56,57.22,62.65,27.44,30.11,26.51
FBgn0031872,ihog,12.17,11.47,12.9,10.46,11.73,10.21
FBgn0031873,Gas41,37.92,35.17,36.78,42.04,39.97,42.79
FBgn0031874,CG13775,6.67,6.1,6.04,5.61,5.56,6.06
FBgn0031875,CG3430,81.81,78.09,82.87,22.39,27.8,24.96
FBgn0031876,Atac1,14.33,12.16,14.32,9.73,11.89,11.34
FBgn0031877,CG10399,12.21,12.79,13.49,12.95,12.97,12.64
FBgn0031878,sip2,70.21,69.04,77,33.22,33.83,32.18
FBgn0031879,uif,0.01,0.01,0.01,0.19,0.12,0.2
FBgn0031881,MME1,31.77,29.11,31.36,34.38,33.86,33.31
FBgn0031882,Rab30,17.57,17.73,17.25,13.92,13,13.24
FBgn0031883,Caper,53.13,57.38,58.53,54.33,55.67,52.15
FBgn0031885,Mnn1,35.41,32.94,40.52,9.26,9.86,8.32
FBgn0031886,Nuf2,73.14,72.04,79.17,20.39,22.49,20.52
FBgn0031887,CG11289,0.14,0.06,0.16,1.22,1.21,1.5
FBgn0031888,Pvf2,0.14,0.07,0.2,4.49,3.47,6.84
FBgn0031893,MICU1,71.27,63.73,69.56,32.8,28.66,26.98
FBgn0031894,CG4496,6.11,5.65,6.24,3.89,4.31,3.88
FBgn0031895,CG4497,40.94,37.54,47.5,9.15,9.7,8.32
FBgn0031896,CG4502,102.43,93.81,118.27,89.11,84.06,72.82
FBgn0031897,CG13784,67.46,65.45,72.91,94.27,82.07,59.21
FBgn0031900,CG13786,4.06,4.23,3.93,1.27,0.87,0.64
FBgn0031902,Wnt6,0.06,0.04,0.05,0.59,0.64,0.57
FBgn0031903,Wnt10,0,0,0,0,0,0
FBgn0031904,CG5149,66.01,62.27,65.45,70.07,70.64,72.82
FBgn0031905,gudu,0.04,0.01,0,0.02,0,0.06
FBgn0031906,CG5160,1.02,1.35,1.29,0.71,0.47,0.71
FBgn0031907,CG5171,3.06,3.46,6.29,46.13,29.69,41.22
FBgn0031908,CG5177,2.77,3.38,3,77.37,44.23,45.5
FBgn0031909,CG5181,5.87,6.51,5.89,21.23,19.33,18.58
FBgn0031910,CG15818,0,0.02,0.04,1.61,0.05,1.99
FBgn0031913,CG5958,214.32,217.13,207.69,1553.94,1242.04,853.42
FBgn0031914,CG5973,79.13,81.06,105.36,145.66,118.64,76.97
FBgn0031918,CG6055,5.02,4.14,3.42,31.55,22.79,22.34
FBgn0031920,CG6441,0,0,0,0.05,0,0.03
FBgn0031925,Cyp4d21,0,0,0.08,0.1,0.02,0.05
FBgn0031926,CG6739,0.55,0.51,0.61,2.47,3.34,3.14
FBgn0031929,CG18585,0,0,0,0,0,0
FBgn0031930,CG7025,0,0,0,0,0,0.03
FBgn0031935,CG13793,0.22,0.13,0.12,2.67,1.39,1.46
FBgn0031936,CG13794,0.05,0.07,0,0.37,0.39,0.31
FBgn0031937,CG13795,0.65,0.91,0.57,0.75,0.51,0.76
FBgn0031939,CG13796,2.1,2.51,2.57,7.66,5.45,8.33
FBgn0031940,CG7214,0.16,0.09,0.09,0.49,0.29,0.3
FBgn0031941,ATPsynGL,0,0,0,0,0,0.09
FBgn0031942,CG7203,0.13,0.05,0.14,0.07,0.05,0
FBgn0031945,CG7191,0,0,0,0,0.02,0.03
FBgn0031946,CG7164,0,0,0,0.05,0,0
FBgn0031947,CG7154,70.03,70.12,76.63,26.34,29.75,23.88
FBgn0031948,CG7149,7.47,5.88,6.44,4.33,5.71,5.24
FBgn0031950,Herp,35.63,35.55,39.63,30.98,30.22,26.59
FBgn0031951,r2d2,47.72,43.75,47.07,49.8,46.97,48.84
FBgn0031952,cdc14,16.91,16.6,21.32,15.09,14.39,13.12
FBgn0031954,CG14537,0,0,0,0.06,0,0
FBgn0031955,CG14535,0.45,0.34,0.4,0.16,0.2,0.28
FBgn0031957,TwdlE,0,0,0,0.03,0,0.07
FBgn0031959,spz3,0.15,0.07,0.15,0.32,0.2,0.38
FBgn0031961,CG7102,12.91,11.85,13.2,4.26,5.57,4.87
FBgn0031968,CG7231,20.32,19.86,17.42,41.64,35.7,45.09
FBgn0031969,pes,120.27,108.97,122.22,16.25,15.56,16.83
FBgn0031970,CG7227,0.25,0.23,0.09,0.16,0.16,0.28
FBgn0031971,Sirup,162.85,165.82,134.98,237.11,251.02,190.38
FBgn0031972,Wwox,17.59,19.21,19.4,27.84,26.07,23.78
FBgn0031973,Spn28Dc,2.82,3.17,2.64,14.95,14.22,15.81
FBgn0031974,CG12560,34.33,30.33,31.23,42.06,35.91,37.71
FBgn0031975,Tg,16.78,19.97,14.9,59.29,36.23,32.61
FBgn0031976,CG7367,0.03,0.02,0.04,0.11,0.03,0.04
FBgn0031977,baf,251.31,242.19,233.65,260.03,204.67,255.82
FBgn0031979,CCDC53,26.14,27.01,24.89,14.13,13.65,14.68
FBgn0031980,RpL36A,3520.23,3467.13,3094.69,4574.71,4517.2,4420.22
FBgn0031981,CG7466,4.08,4.39,4.78,3.21,3.01,2.67
FBgn0031985,mon2,17.17,19.65,20.59,22.73,22.94,20.49
FBgn0031986,CG8673,0,0.02,0,0,0,0
FBgn0031987,CG12375,57.86,51.98,58.56,62.4,60.23,50.02
FBgn0031988,CG8668,54.88,52.94,62.35,40.17,38.08,31.39
FBgn0031990,PAPLA1,25.53,30.1,34.49,21.2,25.46,17.26
FBgn0031992,CG8498,183.25,172.85,195.04,203.5,176.45,194.95
FBgn0031995,CG8475,29.66,27.49,32.47,24.75,24,21.85
FBgn0031996,CG8460,104.4,91.63,101.94,46.71,48.92,46.25
FBgn0031997,PGAP5,26,23.54,24.97,14.07,13.23,13.55
FBgn0031998,SLC5A11,22.32,19.15,24.29,76.65,64.81,43.75
FBgn0031999,CG8419,0.66,0.8,0.88,1.06,1.1,1.1
FBgn0032000,CG8372,61.45,64.03,65.24,77.24,81.64,79.35
FBgn0032001,CG8360,12.52,14.68,12.17,27.53,22.18,29.14
FBgn0032002,CG8353,2.18,3.43,4.42,2.38,2.6,3.1
FBgn0032003,CG8349,0,0,0,0,0.04,0
FBgn0032004,CG8292,0,0.23,0.22,0.93,0.54,0.77
FBgn0032005,Snx6,139.17,133.44,143.09,174.45,159.02,144.33
FBgn0032006,Pvr,10.52,12.62,12.99,47.81,40.01,39.54
FBgn0032008,CG14277,0,0.1,0,0,0,0
FBgn0032010,CG8086,0.54,0.56,0.54,8.5,5.88,5.37
FBgn0032013,Scgalpha,0.28,0.19,0.32,3.82,1.98,2.75
FBgn0032014,CG7840,325.02,320.01,320.85,54.26,50.95,54.73
FBgn0032015,Ostgamma,133.89,127.63,134.63,123.97,138.77,121.59
FBgn0032016,Mettl14,27.74,26.66,28.94,32.51,29.73,31.27
FBgn0032017,CG7810,18.66,17.6,19.76,17.46,15.46,14.25
FBgn0032018,CG7806,15.82,15.64,17.74,21.53,20.35,18.29
FBgn0032020,strat,72.04,68.15,71.32,51.05,48.48,55.03
FBgn0032021,CG7781,5.83,5.5,5.96,8.43,7.26,6.83
FBgn0032022,CG14275,9.62,7.72,6.69,27.77,17.53,19.93
FBgn0032023,CG14274,0,0.02,0.03,0.06,0.06,0.08
FBgn0032024,CG14273,0,0.06,0,0.04,0,0
FBgn0032025,CG7778,10.45,13.18,13.96,17.82,14.71,10.37
FBgn0032026,CG7627,142.6,140.73,152.42,51.04,54.27,52.7
FBgn0032029,CG17292,41.49,37.78,42.51,73.63,73.23,68.05
FBgn0032030,Wdr82,66.12,63.37,65.81,44.6,47.96,39.8
FBgn0032031,CG13390,15.4,16.92,16.9,20.79,21.26,22.25
FBgn0032032,CG17294,11.87,13.25,14.26,16.75,15.95,17.44
FBgn0032033,CG13392,43.69,37.12,44.29,26.64,30.46,25.96
FBgn0032034,Rcd4,59.91,64.86,67.14,30.11,27.34,25.5
FBgn0032036,CG13384,32.68,30.77,31.33,159.42,143.83,123.55
FBgn0032039,CG13385,0,0,0,0,0,0
FBgn0032040,CG13386,0.04,0,0.15,0.48,0.34,0.55
FBgn0032042,CG13398,9.78,10.23,11.46,6.91,6.14,6.05
FBgn0032047,CG13088,13.38,12.67,14.95,10.15,10.19,10.6
FBgn0032048,Dh31,0,0,0,0.04,0.03,0
FBgn0032049,Bace,0.04,0.04,0.04,0.08,0.05,0.03
FBgn0032050,CG13096,154.57,137.43,151.73,128.36,160.71,128.56
FBgn0032051,CG13097,63.41,57.56,66.48,45.81,55.43,45.05
FBgn0032052,PIG-U,79.56,73.16,77.06,52.96,50.78,54.86
FBgn0032053,mRpL51,86.36,72.58,77.27,118.84,123.94,135.9
FBgn0032054,Uba4,27.68,26.16,29.47,27.02,31.13,25.81
FBgn0032055,CG13091,0.24,0.09,0.11,2.4,1.21,1.72
FBgn0032057,CG9287,0,0,0,0.14,0.16,0.2
FBgn0032058,CG9289,0,0.01,0.02,0.04,0.03,0.1
FBgn0032059,PrBP,37.76,33.94,36.61,38.19,40.04,37.31
FBgn0032061,CG9314,0.79,0.8,0.48,7.15,7.17,5.42
FBgn0032065,CG12438,0,0,0,0,0,0
FBgn0032066,LManIII,0,0,0,0,0,0.06
FBgn0032067,LManIV,0,0,0,0.02,0,0
FBgn0032068,LManV,0,0,0.02,0,0.01,0.56
FBgn0032069,LManVI,0,0,0,0.01,0.01,0.52
FBgn0032072,CG9483,0,0,0,0,0,0
FBgn0032074,Tsp29Fa,0.22,0.07,0.15,2.63,2.75,3.41
FBgn0032075,Tsp29Fb,1.3,1.88,1.52,28.65,24.51,27.74
FBgn0032076,CG9510,0.75,0.93,0.8,3.47,4.94,4.83
FBgn0032077,CG9515,27.67,25.58,30.25,26.59,26.73,28.27
FBgn0032078,C1GalTA,83.63,79.48,77.38,37.36,31.31,29.24
FBgn0032079,CG31886,7.48,6.84,7.56,11.05,9.14,8.35
FBgn0032080,CG9525,0,0,0,0,0,0
FBgn0032082,CG18088,9.69,9,8.88,0.02,0.09,0.02
FBgn0032083,CG9541,0,0,0,0,0,0
FBgn0032084,CG13101,10.82,7.46,8.35,5.05,3.24,3.92
FBgn0032085,CG9555,0.07,0.08,0.03,0.16,0.26,0.35
FBgn0032086,CG17906,0,0,0,0.05,0.03,0.05
FBgn0032087,CG9568,0,0,0.08,0.6,0,1.01
FBgn0032088,CG13102,0,0,0,0.08,0,0
FBgn0032089,Rcd-1r,0.39,0.32,0.41,3.96,4.53,3.52
FBgn0032090,CG9582,0,0,0,0,0,0
FBgn0032094,CG12439,0,0,0,0,0,0
FBgn0032095,Toll-4,0,0.01,0,0.03,0.03,0.03
FBgn0032096,Or30a,0,0,0,0,0,0
FBgn0032100,CG13108,0,0,0,0,0,0.09
FBgn0032101,CG9586,137.61,119.87,135.44,115.64,111.73,100.64
FBgn0032104,aust,0.05,0,0,0,0,0
FBgn0032105,borr,109.59,114.36,115.72,26.28,27.29,24.94
FBgn0032109,CG17005,0,0,0,0,0,0
FBgn0032110,CG3748,0,0,0,0,0,0
FBgn0032111,CG13110,0,0,0,0,0,0
FBgn0032115,CG4438,0,0,0,0,0,0.06
FBgn0032116,Mco1,4.66,8.09,5.85,0.69,0.88,0.55
FBgn0032117,FucTB,6.69,5.95,8.59,6.01,5.46,6.65
FBgn0032119,CG3769,0,0,0.04,0,0.05,0
FBgn0032120,CG33298,30.02,33.13,32.75,14.27,13.25,10.43
FBgn0032122,CG31883,0,0.08,0,0.41,0.23,0.28
FBgn0032123,Oatp30B,25.86,25.46,28.88,12.49,12.58,12.3
FBgn0032124,CG17855,0.24,0.29,0.25,0.63,0.99,1.17
FBgn0032125,Cpr30B,0.43,0.46,0.56,4.51,2.53,2.53
FBgn0032126,CG13113,134.98,111.54,81.61,86.59,63.71,75.12
FBgn0032127,CG13114,690.07,639.63,650.5,0.63,2.02,1.59
FBgn0032129,jp,1.67,1.58,1.84,32.18,17.27,18.81
FBgn0032130,CG3838,36.37,35.26,38.27,31.52,35.63,31.78
FBgn0032131,CG3841,0,0.03,0,0,0.02,0.02
FBgn0032132,CG4382,0,0,0,0.05,0.02,0.05
FBgn0032135,GlcAT-S,26.16,23.48,26.88,9.41,8.06,8.15
FBgn0032136,Apoltp,0.02,0.01,0.06,0.34,0.5,0.67
FBgn0032138,CG4364,246.35,235.93,249.23,365.03,387.06,377
FBgn0032139,CG13116,0.66,0.3,0.35,3.34,1.54,2.28
FBgn0032140,CG13117,60.98,49.61,49.54,61.78,49.6,62.05
FBgn0032143,CG4017,0,0.02,0,0.03,0,0.03
FBgn0032144,CG17633,0.03,0,0,0.17,0.12,0.2
FBgn0032147,IP3K1,22.97,23.98,25.17,20.63,18.31,23.51
FBgn0032149,CG4036,24.62,20.45,21.72,55.54,54.82,63.27
FBgn0032150,CG13123,12.31,13.53,14.87,9.92,8.73,9.77
FBgn0032151,nAChRalpha6,0,0.01,0,0.01,0,0
FBgn0032153,CG4537,19.2,17.26,17.45,17.13,18.93,21.51
FBgn0032154,mtDNA-helicase,31.78,33.53,32.32,13.44,14.6,13.93
FBgn0032156,CG13124,4.7,3.74,3.98,82.86,51.52,58.9
FBgn0032157,Etl1,104.18,97.74,106.5,26.07,26.97,24.51
FBgn0032160,CG4598,133.98,129.03,118.76,148.62,122.63,126.42
FBgn0032161,CG4594,50.8,50.82,50.79,27.71,27.46,27.85
FBgn0032162,CG4592,27.99,27.26,26.3,35.34,30.19,35.61
FBgn0032163,TbCMF46,0,0.02,0,0.03,0,0.05
FBgn0032166,CG4619,20.37,19.9,20.51,28.43,35.23,29.15
FBgn0032167,CG5853,52.5,49.93,52.86,271.89,229.86,154.06
FBgn0032168,CG13126,25.45,24.88,28.25,22.29,24.37,21.37
FBgn0032169,CG4709,26.11,25.9,27.16,16.22,18.03,15.95
FBgn0032170,CG4658,67.7,63.93,72.82,48.56,46.37,48.07
FBgn0032171,CG5846,34.36,31.64,31.8,18.91,16.46,16.84
FBgn0032172,CG5850,56.09,55.45,63.2,23.19,22.72,22.05
FBgn0032175,CG13131,0,0,0,0,0,0
FBgn0032176,CG13127,0,0,0,0.02,0,0
FBgn0032178,Spn31A,0.27,0.59,0.47,8.56,4.16,6.82
FBgn0032181,CG13133,0,0,0.04,0.04,0,0
FBgn0032184,CG13135,0,0,0,0,0,0
FBgn0032187,CG4839,2.2,2.59,2.61,1.9,2.66,2.19
FBgn0032188,CG13137,0,0,0,0,0,0
FBgn0032189,Ripalpha,106.85,92.58,103.97,20.58,20.75,18.59
FBgn0032191,CG5734,45.03,45.84,47.75,26.44,28.24,29.4
FBgn0032192,CG5731,0.33,0.25,0.32,0.91,0.76,0.68
FBgn0032193,CG5727,37.67,33.42,40.05,29.35,27.41,24.24
FBgn0032194,CG4901,79.09,74.31,84.56,36.76,43.03,38.56
FBgn0032195,CG4908,34.01,31.67,34.7,25.96,26.56,25.82
FBgn0032196,CG5708,87.08,76,81.98,117.89,78.85,98.09
FBgn0032197,CG5694,90.52,80.93,94.5,48.68,42.25,40.87
FBgn0032198,eEF1delta,917.29,777.56,848.41,808.36,863,716.26
FBgn0032200,CG5676,185.95,161.97,172.27,164.44,154.47,144.93
FBgn0032202,REPTOR-BP,33.38,32.03,36.46,147.8,108.75,129.49
FBgn0032204,CG4953,30.8,29.83,33.04,14.28,13.38,12.87
FBgn0032205,CG4957,35.04,32.85,34.24,35.46,33.73,31.74
FBgn0032208,Ufd4,80.93,95.22,97.44,72.2,76.85,59.05
FBgn0032209,Hand,0.06,0,0,0.67,0,0
FBgn0032210,CYLD,24.78,25.36,27.54,33.56,29.61,25.08
FBgn0032211,CG13138,4.81,6.47,6.49,1.86,1.19,0.83
FBgn0032213,CG5390,63.19,71.61,61.47,65.87,61.81,61.98
FBgn0032214,CG4968,192.44,182.79,189.54,145.2,137.44,132.87
FBgn0032216,Usp14,292.12,281.22,285.21,201.9,191.53,167.3
FBgn0032217,CG4972,147.04,130.3,145.37,89.34,95.63,78.09
FBgn0032218,CG5381,13.85,13.53,14.63,60.88,48.69,42.56
FBgn0032219,CG4995,0.28,0.18,0.24,1.55,1.17,1.41
FBgn0032221,Schip1,0.26,0.44,0.48,0.62,0.56,0.68
FBgn0032222,CG5037,56.02,55.82,56.79,75.36,67.17,81.76
FBgn0032223,GATAd,44.99,42.07,49.85,18.51,18.47,17.36
FBgn0032224,Sps2,56.1,54.53,61,56.04,56.69,61.58
FBgn0032225,CG5022,0.34,0.36,0.36,1.95,1.38,2.09
FBgn0032228,CG5367,26.7,24.72,28.1,61.8,65.03,53.44
FBgn0032229,CG5045,83.8,75.5,77.34,87.56,92.9,91.62
FBgn0032230,lft,0.59,0.59,0.49,3.94,2.69,2.68
FBgn0032231,CG5056,60.49,58.72,60.56,43.15,35.78,44.5
FBgn0032233,dpr19,0.06,0.03,0.07,0.59,0.43,0.5
FBgn0032234,gny,18.47,17.75,19.45,12.7,12.56,13.41
FBgn0032235,CG5096,0.64,0.48,0.34,1.17,0.71,0.8
FBgn0032236,mRpS7,171.09,160.63,183.51,123.19,134.15,124.5
FBgn0032240,CG17768,115.07,101.83,105.89,145.42,123.25,138.42
FBgn0032242,CG5355,251.33,238.88,258.84,109.72,129.25,104.08
FBgn0032243,Klp31E,8.73,8.17,9.75,9.04,8.73,7.75
FBgn0032244,RfC3,75.08,71.66,65.67,38.52,40.76,38.98
FBgn0032246,Wdfy2,104.4,107.48,108.45,138.13,137.49,138.68
FBgn0032247,CG5188,16.18,16.04,16.62,19.77,20.33,19.05
FBgn0032248,Bug22,64.23,61.18,68.89,45.96,54.53,51.88
FBgn0032249,TBC1D16,2.14,2.45,2.2,3.32,2.81,3.03
FBgn0032250,holn1,44.76,39.25,49.09,23.93,23.12,23.17
FBgn0032251,Nse4,52.7,49.56,53.59,22.59,21.92,19.09
FBgn0032252,loh,0.31,0.19,0.24,8.61,6.14,6.29
FBgn0032253,LManI,2.02,2.71,3.01,7.18,6.4,5.3
FBgn0032256,RluA-2,15.68,14.67,16.77,13.64,14.04,13.63
FBgn0032258,CG7456,29.4,29.7,31.1,43.6,41.89,42.64
FBgn0032259,CG6144,37.81,34.36,38.43,20.26,19.7,19.58
FBgn0032260,CG13144,0.03,0.04,0,0.06,0,0.03
FBgn0032261,CG6094,49.32,45.19,45.28,51.1,56.02,53
FBgn0032262,CG7384,49.99,49.12,57,3.42,5.12,5.45
FBgn0032264,Lip4,26.84,31.6,23.6,359.81,286.89,213.06
FBgn0032265,CG18301,0.03,0,0.03,0.13,0.14,0.13
FBgn0032266,CG18302,0,0,0,0,0,0
FBgn0032268,CG6138,0,0,0,0,0,0
FBgn0032269,w-cup,0,0,0,0.02,0,0
FBgn0032271,CG7329,0,0,0.03,0.11,0.09,0.1
FBgn0032276,CG17098,0,0,0,0.03,0,0.02
FBgn0032280,CG17105,0,0,0,0,0,0
FBgn0032281,CG17107,0,0,0,0,0,0
FBgn0032282,CG7299,0,0,0,0,0,0
FBgn0032283,CG7296,0.3,0.88,0.66,15.76,7.73,8.84
FBgn0032284,CG7294,0,0,0,0.36,0.13,0.18
FBgn0032285,CG17108,0.22,0.11,0.37,4.08,5.52,4.93
FBgn0032286,CG7300,0,0.01,0,0,0.07,0.2
FBgn0032287,CG6415,0.03,0.05,0.08,0.55,1.1,1.07
FBgn0032289,CG6431,0,0,0,0,0,0
FBgn0032290,CG6443,25.13,22.66,23.71,22.69,24.21,19.52
FBgn0032291,CG17118,0.83,0.52,0.64,0.62,0.98,1.02
FBgn0032292,EMC3,56.66,55.88,62.67,77.98,82.65,75.19
FBgn0032293,Dpy-30L1,66.65,64.15,69.18,42.9,50.16,43.68
FBgn0032294,Vha16-5,0.06,0.04,0.07,0,0.05,0.13
FBgn0032295,CG12299,29.44,30.33,35,12.32,15.51,12.66
FBgn0032296,CG6729,15.35,16.66,16.85,12.65,16.35,15.15
FBgn0032297,CG17124,15.96,14.44,16.01,85.51,69.73,46.94
FBgn0032298,CG6724,50.53,48.34,51.47,93.86,108.51,100.16
FBgn0032299,CG17127,0.41,0.39,0.71,77,76.2,57.09
FBgn0032303,CG6508,33,30.54,26.71,0.23,0.64,0.1
FBgn0032304,CG17134,2.04,1.2,1.44,0,1.33,0.04
FBgn0032305,CG6700,22.37,22.28,25.12,20.5,18.79,17.37
FBgn0032311,CG12517,46.84,37.6,36.13,214.4,127.99,156.85
FBgn0032312,CG14071,0,0,0,0,0,0
FBgn0032313,CG14070,0,0,0,0,0,0
FBgn0032314,CG7309,0,0,0,0,0,0
FBgn0032315,CG14069,0,0,0,0.27,0,0
FBgn0032318,CG14072,1.73,0.9,0.88,26.73,22.95,31.12
FBgn0032321,YL-1,41.44,37.29,43.54,27.47,27.57,21.06
FBgn0032322,CG16743,1.06,0.7,0.86,24.01,20.2,24.41
FBgn0032329,Art8,30.03,28.53,29.37,45.48,52.14,48.08
FBgn0032330,Samuel,8.41,9.54,10.28,11.14,14.38,11.48
FBgn0032331,CG14913,0,0,0,0,0,0
FBgn0032335,CG14915,0,0,0,0,0,0
FBgn0032336,AstC,0,0,0,0,0,0.04
FBgn0032337,AstCC,0,0,0,0,0,0
FBgn0032338,CG16854,0,0,0,0,0,0.01
FBgn0032339,Wdr59,14.47,14.26,14.82,14.16,14.62,12.78
FBgn0032341,Reps,36.17,37.08,40.28,24.71,28.43,24.56
FBgn0032343,CG6201,10.53,11.61,11.6,2.15,3.03,2.96
FBgn0032345,CG14921,0.14,0.33,0.56,0.69,0.52,0.57
FBgn0032346,Csl4,52.85,49.31,48.42,80.43,81.45,83.15
FBgn0032348,CG4751,9.87,10.87,12.01,9.71,11.06,9.22
FBgn0032350,CG6287,303.03,294.45,316.71,290.58,330.43,311.6
FBgn0032354,CG4788,46.64,44.02,44.21,19.3,20.06,19.92
FBgn0032358,Ppt2,38.01,35.28,36.48,37.81,35.36,30.34
FBgn0032360,CG14926,0,0,0,0.19,0,0.05
FBgn0032361,CG6488,11.31,12.35,12.15,12.09,13.07,12.29
